rr_cd,line_cd,station_cd,line_sort,station_sort,station_g_cd,r_type,rr_name,line_name,station_name,pref_cd,lon,lat,f_flag
11,11101,1110101,11101,1110101,1110101,1,JR,JR函館本線(函館～長万部),函館,1,140.726413,41.773709,1
11,11101,1110102,11101,1110102,1110102,1,JR,JR函館本線(函館～長万部),五稜郭,1,140.733539,41.803557,1
11,11101,1110103,11101,1110103,1110103,1,JR,JR函館本線(函館～長万部),桔梗,1,140.722952,41.846457,1
11,11101,1110104,11101,1110104,1110104,1,JR,JR函館本線(函館～長万部),大中山,1,140.71358,41.864641,1
11,11101,1110105,11101,1110105,1110105,1,JR,JR函館本線(函館～長万部),七飯,1,140.688556,41.886971,1
11,11101,1110106,11101,1110106,1110106,1,JR,JR函館本線(函館～長万部),渡島大野,1,140.646525,41.9054,1
11,11101,1110107,11101,1110107,1110107,1,JR,JR函館本線(函館～長万部),仁山,1,140.635183,41.930011,1
11,11101,1110108,11101,1110108,1110108,1,JR,JR函館本線(函館～長万部),大沼,1,140.669347,41.971954,1
11,11101,1110109,11101,1110109,1110109,1,JR,JR函館本線(函館～長万部),大沼公園,1,140.669758,41.980958,1
11,11101,1110110,11101,1110110,1110110,1,JR,JR函館本線(函館～長万部),赤井川,1,140.642678,42.003267,1
11,11101,1110111,11101,1110111,1110111,1,JR,JR函館本線(函館～長万部),駒ヶ岳,1,140.610476,42.038809,1
11,11101,1110112,11101,1110112,1110112,1,JR,JR函館本線(函館～長万部),東山,1,140.605222,42.061720,1
11,11101,1110113,11101,1110113,1110113,1,JR,JR函館本線(函館～長万部),姫川,1,140.591632,42.081312,1
11,11101,1110114,11101,1110114,1110114,1,JR,JR函館本線(函館～長万部),池田園,1,140.700333,41.990692,1
11,11101,1110115,11101,1110115,1110115,1,JR,JR函館本線(函館～長万部),流山温泉,1,140.716358,42.003483,1
11,11101,1110116,11101,1110116,1110116,1,JR,JR函館本線(函館～長万部),銚子口,1,140.720656,42.015471,1
11,11101,1110117,11101,1110117,1110117,1,JR,JR函館本線(函館～長万部),鹿部,1,140.771393,42.06439,1
11,11101,1110118,11101,1110118,1110118,1,JR,JR函館本線(函館～長万部),渡島沼尻,1,140.747596,42.10706,1
11,11101,1110119,11101,1110119,1110119,1,JR,JR函館本線(函館～長万部),渡島砂原,1,140.689451,42.12164,1
11,11101,1110120,11101,1110120,1110120,1,JR,JR函館本線(函館～長万部),掛澗,1,140.64598,42.119205,1
11,11101,1110121,11101,1110121,1110121,1,JR,JR函館本線(函館～長万部),尾白内,1,140.613449,42.111232,1
11,11101,1110122,11101,1110122,1110122,1,JR,JR函館本線(函館～長万部),東森,1,140.59353,42.106823,1
11,11101,1110123,11101,1110123,1110123,1,JR,JR函館本線(函館～長万部),森,1,140.573846,42.108917,1
11,11101,1110124,11101,1110124,1110124,1,JR,JR函館本線(函館～長万部),桂川,1,140.5427876,42.1156004,1
11,11101,1110125,11101,1110125,1110125,1,JR,JR函館本線(函館～長万部),石谷,1,140.506525,42.135519,1
11,11101,1110126,11101,1110126,1110126,1,JR,JR函館本線(函館～長万部),本石倉,1,140.471957,42.159668,1
11,11101,1110127,11101,1110127,1110127,1,JR,JR函館本線(函館～長万部),石倉,1,140.458436,42.17285,1
11,11101,1110128,11101,1110128,1110128,1,JR,JR函館本線(函館～長万部),落部,1,140.420755,42.187617,1
11,11101,1110129,11101,1110129,1110129,1,JR,JR函館本線(函館～長万部),野田生,1,140.37586,42.217104,1
11,11101,1110130,11101,1110130,1110130,1,JR,JR函館本線(函館～長万部),山越,1,140.326593,42.231172,1
11,11101,1110131,11101,1110131,1110131,1,JR,JR函館本線(函館～長万部),八雲,1,140.273342,42.253391,1
11,11101,1110132,11101,1110132,1110132,1,JR,JR函館本線(函館～長万部),鷲ノ巣,1,140.269919,42.278389,1
11,11101,1110133,11101,1110133,1110133,1,JR,JR函館本線(函館～長万部),山崎,1,140.274600,42.314635,1
11,11101,1110134,11101,1110134,1110134,1,JR,JR函館本線(函館～長万部),黒岩,1,140.288173,42.368296,1
11,11101,1110135,11101,1110135,1110135,1,JR,JR函館本線(函館～長万部),北豊津,1,140.297868,42.400969,1
11,11101,1110136,11101,1110136,1110136,1,JR,JR函館本線(函館～長万部),国縫,1,140.320885,42.439319,1
11,11101,1110137,11101,1110137,1110137,1,JR,JR函館本線(函館～長万部),中ノ沢,1,140.346077,42.477928,1
11,11101,1110138,11101,1110138,1110138,1,JR,JR函館本線(函館～長万部),長万部,1,140.37507,42.512477,1
11,11102,1110201,11102,1110201,1110138,1,JR,JR函館本線(長万部～小樽),長万部,1,140.37507,42.512477,1
11,11102,1110202,11102,1110202,1110202,1,JR,JR函館本線(長万部～小樽),二股,1,140.320821,42.575869,1
11,11102,1110203,11102,1110203,1110203,1,JR,JR函館本線(長万部～小樽),蕨岱,1,140.313353,42.626353,1
11,11102,1110204,11102,1110204,1110204,1,JR,JR函館本線(長万部～小樽),黒松内,1,140.305704,42.669608,1
11,11102,1110205,11102,1110205,1110205,1,JR,JR函館本線(長万部～小樽),熱郛,1,140.375084,42.675653,1
11,11102,1110206,11102,1110206,1110206,1,JR,JR函館本線(長万部～小樽),目名,1,140.465742,42.761432,1
11,11102,1110207,11102,1110207,1110207,1,JR,JR函館本線(長万部～小樽),蘭越,1,140.52894,42.804542,1
11,11102,1110208,11102,1110208,1110208,1,JR,JR函館本線(長万部～小樽),昆布,1,140.596107,42.797984,1
11,11102,1110209,11102,1110209,1110209,1,JR,JR函館本線(長万部～小樽),ニセコ,1,140.684588,42.808746,1
11,11102,1110210,11102,1110210,1110210,1,JR,JR函館本線(長万部～小樽),比羅夫,1,140.722615,42.84856,1
11,11102,1110211,11102,1110211,1110211,1,JR,JR函館本線(長万部～小樽),倶知安,1,140.745471,42.90164,1
11,11102,1110212,11102,1110212,1110212,1,JR,JR函館本線(長万部～小樽),小沢,1,140.677657,42.97185,1
11,11102,1110213,11102,1110213,1110213,1,JR,JR函館本線(長万部～小樽),銀山,1,140.715321,43.040888,1
11,11102,1110214,11102,1110214,1110214,1,JR,JR函館本線(長万部～小樽),然別,1,140.737211,43.12551,1
11,11102,1110215,11102,1110215,1110215,1,JR,JR函館本線(長万部～小樽),仁木,1,140.770546,43.154091,1
11,11102,1110216,11102,1110216,1110216,1,JR,JR函館本線(長万部～小樽),余市,1,140.794686,43.186558,1
11,11102,1110217,11102,1110217,1110217,1,JR,JR函館本線(長万部～小樽),蘭島,1,140.854643,43.19651,1
11,11102,1110218,11102,1110218,1110218,1,JR,JR函館本線(長万部～小樽),塩谷,1,140.924546,43.202406,1
11,11102,1110219,11102,1110219,1110219,1,JR,JR函館本線(長万部～小樽),小樽,1,140.993653,43.197172,1
11,11103,1110301,11103,1110301,1110219,1,JR,JR函館本線(小樽～旭川),小樽,1,140.993653,43.197172,1
11,11103,1110302,11103,1110302,1110302,1,JR,JR函館本線(小樽～旭川),南小樽,1,141.007883,43.186529,1
11,11103,1110303,11103,1110303,1110303,1,JR,JR函館本線(小樽～旭川),小樽築港,1,141.029051,43.180752,1
11,11103,1110304,11103,1110304,1110304,1,JR,JR函館本線(小樽～旭川),朝里,1,141.063923,43.176868,1
11,11103,1110305,11103,1110305,1110305,1,JR,JR函館本線(小樽～旭川),銭函,1,141.159868,43.143403,1
11,11103,1110306,11103,1110306,1110306,1,JR,JR函館本線(小樽～旭川),ほしみ,1,141.191402,43.13373,1
11,11103,1110307,11103,1110307,1110307,1,JR,JR函館本線(小樽～旭川),星置,1,141.210856,43.132375,1
11,11103,1110308,11103,1110308,1110308,1,JR,JR函館本線(小樽～旭川),稲穂,1,141.222919,43.128115,1
11,11103,1110309,11103,1110309,1110309,1,JR,JR函館本線(小樽～旭川),手稲,1,141.243785,43.120238,1
11,11103,1110310,11103,1110310,1110310,1,JR,JR函館本線(小樽～旭川),稲積公園,1,141.257113,43.112023,1
11,11103,1110311,11103,1110311,1110311,1,JR,JR函館本線(小樽～旭川),発寒,1,141.277273,43.099819,1
11,11103,1110312,11103,1110312,1110312,1,JR,JR函館本線(小樽～旭川),発寒中央,1,141.294497,43.089271,1
11,11103,1110313,11103,1110313,1110313,1,JR,JR函館本線(小樽～旭川),琴似,1,141.307418,43.081599,1
11,11103,1110314,11103,1110314,1110314,1,JR,JR函館本線(小樽～旭川),桑園,1,141.332036,43.070744,1
11,11103,1110315,11103,1110315,1110315,1,JR,JR函館本線(小樽～旭川),札幌,1,141.350768,43.068612,1
11,11103,1110316,11103,1110316,1110316,1,JR,JR函館本線(小樽～旭川),苗穂,1,141.377522,43.068574,1
11,11103,1110317,11103,1110317,1110317,1,JR,JR函館本線(小樽～旭川),白石,1,141.413612,43.054715,1
11,11103,1110318,11103,1110318,1110318,1,JR,JR函館本線(小樽～旭川),厚別,1,141.46369,43.045154,1
11,11103,1110319,11103,1110319,1110319,1,JR,JR函館本線(小樽～旭川),森林公園,1,141.481332,43.056456,1
11,11103,1110320,11103,1110320,1110320,1,JR,JR函館本線(小樽～旭川),大麻,1,141.496925,43.072382,1
11,11103,1110321,11103,1110321,1110321,1,JR,JR函館本線(小樽～旭川),野幌,1,141.52984,43.092559,1
11,11103,1110322,11103,1110322,1110322,1,JR,JR函館本線(小樽～旭川),高砂,1,141.540752,43.100084,1
11,11103,1110323,11103,1110323,1110323,1,JR,JR函館本線(小樽～旭川),江別,1,141.55679,43.110189,1
11,11103,1110324,11103,1110324,1110324,1,JR,JR函館本線(小樽～旭川),豊幌,1,141.62466,43.136446,1
11,11103,1110325,11103,1110325,1110325,1,JR,JR函館本線(小樽～旭川),幌向,1,141.655839,43.151348,1
11,11103,1110326,11103,1110326,1110326,1,JR,JR函館本線(小樽～旭川),上幌向,1,141.715391,43.18183,1
11,11103,1110327,11103,1110327,1110327,1,JR,JR函館本線(小樽～旭川),岩見沢,1,141.759359,43.204201,1
11,11103,1110328,11103,1110328,1110328,1,JR,JR函館本線(小樽～旭川),峰延,1,141.814673,43.264694,1
11,11103,1110329,11103,1110329,1110329,1,JR,JR函館本線(小樽～旭川),光珠内,1,141.844655,43.292658,1
11,11103,1110330,11103,1110330,1110330,1,JR,JR函館本線(小樽～旭川),美唄,1,141.862157,43.330751,1
11,11103,1110331,11103,1110331,1110331,1,JR,JR函館本線(小樽～旭川),茶志内,1,141.87336,43.369842,1
11,11103,1110332,11103,1110332,1110332,1,JR,JR函館本線(小樽～旭川),奈井江,1,141.889115,43.423718,1
11,11103,1110333,11103,1110333,1110333,1,JR,JR函館本線(小樽～旭川),豊沼,1,141.901032,43.464224,1
11,11103,1110334,11103,1110334,1110334,1,JR,JR函館本線(小樽～旭川),砂川,1,141.909642,43.493468,1
11,11103,1110335,11103,1110335,1110335,1,JR,JR函館本線(小樽～旭川),滝川,1,141.900807,43.555278,1
11,11103,1110336,11103,1110336,1110336,1,JR,JR函館本線(小樽～旭川),江部乙,1,141.935937,43.627564,1
11,11103,1110337,11103,1110337,1110337,1,JR,JR函館本線(小樽～旭川),妹背牛,1,141.966591,43.690841,1
11,11103,1110338,11103,1110338,1110338,1,JR,JR函館本線(小樽～旭川),深川,1,142.041642,43.721021,1
11,11103,1110339,11103,1110339,1110339,1,JR,JR函館本線(小樽～旭川),納内,1,142.130072,43.732509,1
11,11103,1110340,11103,1110340,1110340,1,JR,JR函館本線(小樽～旭川),伊納,1,142.27167,43.763305,1
11,11103,1110341,11103,1110341,1110341,1,JR,JR函館本線(小樽～旭川),近文,1,142.325327,43.789193,1
11,11103,1110342,11103,1110342,1110342,1,JR,JR函館本線(小樽～旭川),旭川,1,142.357803,43.763492,1
11,11104,1110401,11104,1110401,1110138,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),長万部,1,140.37507,42.512477,1
11,11104,1110402,11104,1110402,1110402,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),静狩,1,140.460025,42.584065,1
11,11104,1110403,11104,1110403,1110403,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),小幌,1,140.537361,42.589731,1
11,11104,1110404,11104,1110404,1110404,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),礼文,1,140.595013,42.580422,1
11,11104,1110405,11104,1110405,1110405,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),大岸,1,140.639036,42.585969,1
11,11104,1110406,11104,1110406,1110406,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),豊浦,1,140.71536,42.580323,1
11,11104,1110407,11104,1110407,1110407,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),洞爺,1,140.763959,42.55055,1
11,11104,1110408,11104,1110408,1110408,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),有珠,1,140.793969,42.513267,1
11,11104,1110409,11104,1110409,1110409,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),長和,1,140.833783,42.488262,1
11,11104,1110410,11104,1110410,1110410,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),伊達紋別,1,140.855802,42.469395,1
11,11104,1110411,11104,1110411,1110411,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),北舟岡,1,140.880259,42.450528,1
11,11104,1110412,11104,1110412,1110412,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),稀府,1,140.898836,42.425567,1
11,11104,1110413,11104,1110413,1110413,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),黄金,1,140.907781,42.386441,1
11,11104,1110414,11104,1110414,1110414,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),崎守,1,140.927141,42.373968,1
11,11104,1110415,11104,1110415,1110415,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),本輪西,1,140.977561,42.358734,1
11,11104,1110416,11104,1110416,1110416,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),室蘭,1,140.97571,42.317864,1
11,11104,1110417,11104,1110417,1110417,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),母恋,1,140.990018,42.317295,1
11,11104,1110418,11104,1110418,1110418,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),御崎,1,140.993881,42.329014,1
11,11104,1110419,11104,1110419,1110419,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),輪西,1,141.005743,42.333775,1
11,11104,1110420,11104,1110420,1110420,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),東室蘭,1,141.026411,42.349374,1
11,11104,1110421,11104,1110421,1110421,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),鷲別,1,141.042759,42.35953,1
11,11104,1110422,11104,1110422,1110422,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),幌別,1,141.107293,42.409782,1
11,11104,1110423,11104,1110423,1110423,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),富浦,1,141.156878,42.441957,1
11,11104,1110424,11104,1110424,1110424,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),登別,1,141.180931,42.45207,1
11,11104,1110425,11104,1110425,1110425,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),虎杖浜,1,141.215092,42.464695,1
11,11104,1110426,11104,1110426,1110426,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),竹浦,1,141.260395,42.49284,1
11,11104,1110427,11104,1110427,1110427,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),北吉原,1,141.286199,42.509119,1
11,11104,1110428,11104,1110428,1110428,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),萩野,1,141.30603,42.521159,1
11,11104,1110429,11104,1110429,1110429,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),白老,1,141.360054,42.55474,1
11,11104,1110430,11104,1110430,1110430,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),社台,1,141.417433,42.578682,1
11,11104,1110431,11104,1110431,1110431,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),錦岡,1,141.48722,42.6025,1
11,11104,1110432,11104,1110432,1110432,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),糸井,1,141.546187,42.6225,1
11,11104,1110433,11104,1110433,1110433,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),青葉,1,141.568278,42.62999,1
11,11104,1110434,11104,1110434,1110434,1,JR,JR室蘭本線(長万部・室蘭～苫小牧),苫小牧,1,141.596837,42.639665,1
11,11105,1110501,11105,1110501,1110434,1,JR,JR室蘭本線(苫小牧～岩見沢),苫小牧,1,141.596837,42.639665,1
11,11105,1110502,11105,1110502,1110502,1,JR,JR室蘭本線(苫小牧～岩見沢),沼ノ端,1,141.693132,42.672057,1
11,11105,1110503,11105,1110503,1110503,1,JR,JR室蘭本線(苫小牧～岩見沢),遠浅,1,141.769568,42.729533,1
11,11105,1110504,11105,1110504,1110504,1,JR,JR室蘭本線(苫小牧～岩見沢),早来,1,141.814106,42.765237,1
11,11105,1110505,11105,1110505,1110505,1,JR,JR室蘭本線(苫小牧～岩見沢),安平,1,141.825283,42.814007,1
11,11105,1110506,11105,1110506,1110506,1,JR,JR室蘭本線(苫小牧～岩見沢),追分,1,141.810678,42.873316,1
11,11105,1110507,11105,1110507,1110507,1,JR,JR室蘭本線(苫小牧～岩見沢),三川,1,141.800778,42.945029,1
11,11105,1110508,11105,1110508,1110508,1,JR,JR室蘭本線(苫小牧～岩見沢),古山,1,141.793969,42.975256,1
11,11105,1110509,11105,1110509,1110509,1,JR,JR室蘭本線(苫小牧～岩見沢),由仁,1,141.785868,43.012206,1
11,11105,1110510,11105,1110510,1110510,1,JR,JR室蘭本線(苫小牧～岩見沢),栗山,1,141.775603,43.058164,1
11,11105,1110511,11105,1110511,1110511,1,JR,JR室蘭本線(苫小牧～岩見沢),栗丘,1,141.744333,43.085444,1
11,11105,1110512,11105,1110512,1110512,1,JR,JR室蘭本線(苫小牧～岩見沢),栗沢,1,141.739743,43.120367,1
11,11105,1110513,11105,1110513,1110513,1,JR,JR室蘭本線(苫小牧～岩見沢),志文,1,141.744443,43.158903,1
11,11105,1110514,11105,1110514,1110327,1,JR,JR室蘭本線(苫小牧～岩見沢),岩見沢,1,141.759359,43.204201,1
11,11106,1110601,11106,1110601,1110335,1,JR,JR根室本線(滝川～新得),滝川,1,141.900807,43.555278,1
11,11106,1110602,11106,1110602,1110602,1,JR,JR根室本線(滝川～新得),東滝川,1,141.98031,43.574037,1
11,11106,1110603,11106,1110603,1110603,1,JR,JR根室本線(滝川～新得),赤平,1,142.048669,43.555144,1
11,11106,1110604,11106,1110604,1110604,1,JR,JR根室本線(滝川～新得),茂尻,1,142.082156,43.537314,1
11,11106,1110605,11106,1110605,1110605,1,JR,JR根室本線(滝川～新得),平岸,1,142.123872,43.541401,1
11,11106,1110606,11106,1110606,1110606,1,JR,JR根室本線(滝川～新得),芦別,1,142.184543,43.516636,1
11,11106,1110607,11106,1110607,1110607,1,JR,JR根室本線(滝川～新得),上芦別,1,142.210855,43.48871,1
11,11106,1110608,11106,1110608,1110608,1,JR,JR根室本線(滝川～新得),野花南,1,142.261772,43.474418,1
11,11106,1110609,11106,1110609,1110609,1,JR,JR根室本線(滝川～新得),島ノ下,1,142.350406,43.3744,1
11,11106,1110610,11106,1110610,1110610,1,JR,JR根室本線(滝川～新得),富良野,1,142.391374,43.347114,1
11,11106,1110611,11106,1110611,1110611,1,JR,JR根室本線(滝川～新得),布部,1,142.400595,43.291991,1
11,11106,1110612,11106,1110612,1110612,1,JR,JR根室本線(滝川～新得),山部,1,142.381522,43.244645,1
11,11106,1110613,11106,1110613,1110613,1,JR,JR根室本線(滝川～新得),下金山,1,142.415402,43.197328,1
11,11106,1110614,11106,1110614,1110614,1,JR,JR根室本線(滝川～新得),金山,1,142.416201,43.136115,1
11,11106,1110615,11106,1110615,1110615,1,JR,JR根室本線(滝川～新得),東鹿越,1,142.523472,43.164011,1
11,11106,1110616,11106,1110616,1110616,1,JR,JR根室本線(滝川～新得),幾寅,1,142.569474,43.161582,1
11,11106,1110617,11106,1110617,1110617,1,JR,JR根室本線(滝川～新得),落合,1,142.669104,43.125055,1
11,11106,1110618,11106,1110618,1110618,1,JR,JR根室本線(滝川～新得),新得,1,142.832432,43.082501,1
11,11107,1110701,11107,1110701,1110618,1,JR,JR根室本線(新得～釧路),新得,1,142.832432,43.082501,1
11,11107,1110702,11107,1110702,1110702,1,JR,JR根室本線(新得～釧路),十勝清水,1,142.879535,43.012892,1
11,11107,1110703,11107,1110703,1110703,1,JR,JR根室本線(新得～釧路),羽帯,1,142.906646,42.957499,1
11,11107,1110704,11107,1110704,1110704,1,JR,JR根室本線(新得～釧路),御影,1,142.935739,42.942418,1
11,11107,1110705,11107,1110705,1110705,1,JR,JR根室本線(新得～釧路),芽室,1,143.047991,42.909846,1
11,11107,1110706,11107,1110706,1110706,1,JR,JR根室本線(新得～釧路),大成,1,143.071241,42.918662,1
11,11107,1110707,11107,1110707,1110707,1,JR,JR根室本線(新得～釧路),西帯広,1,143.126351,42.923941,1
11,11107,1110708,11107,1110708,1110708,1,JR,JR根室本線(新得～釧路),柏林台,1,143.1645,42.928877,1
11,11107,1110709,11107,1110709,1110709,1,JR,JR根室本線(新得～釧路),帯広,1,143.20195,42.917997,1
11,11107,1110710,11107,1110710,1110710,1,JR,JR根室本線(新得～釧路),札内,1,143.256248,42.912697,1
11,11107,1110711,11107,1110711,1110711,1,JR,JR根室本線(新得～釧路),稲士別,1,143.297528,42.903963,1
11,11107,1110712,11107,1110712,1110712,1,JR,JR根室本線(新得～釧路),幕別,1,143.359293,42.90784,1
11,11107,1110713,11107,1110713,1110713,1,JR,JR根室本線(新得～釧路),利別,1,143.424445,42.934706,1
11,11107,1110714,11107,1110714,1110714,1,JR,JR根室本線(新得～釧路),池田,1,143.453033,42.922186,1
11,11107,1110715,11107,1110715,1110715,1,JR,JR根室本線(新得～釧路),十弗,1,143.500797,42.855781,1
11,11107,1110716,11107,1110716,1110716,1,JR,JR根室本線(新得～釧路),豊頃,1,143.538615,42.817548,1
11,11107,1110717,11107,1110717,1110717,1,JR,JR根室本線(新得～釧路),新吉野,1,143.60826,42.778238,1
11,11107,1110718,11107,1110718,1110718,1,JR,JR根室本線(新得～釧路),浦幌,1,143.651568,42.810849,1
11,11107,1110719,11107,1110719,1110719,1,JR,JR根室本線(新得～釧路),上厚内,1,143.749788,42.831881,1
11,11107,1110720,11107,1110720,1110720,1,JR,JR根室本線(新得～釧路),厚内,1,143.814389,42.809539,1
11,11107,1110721,11107,1110721,1110721,1,JR,JR根室本線(新得～釧路),直別,1,143.863607,42.852205,1
11,11107,1110722,11107,1110722,1110722,1,JR,JR根室本線(新得～釧路),尺別,1,143.904331,42.869163,1
11,11107,1110723,11107,1110723,1110723,1,JR,JR根室本線(新得～釧路),音別,1,143.932442,42.888997,1
11,11107,1110724,11107,1110724,1110724,1,JR,JR根室本線(新得～釧路),古瀬,1,144.008589,42.947893,1
11,11107,1110725,11107,1110725,1110725,1,JR,JR根室本線(新得～釧路),白糠,1,144.076879,42.956161,1
11,11107,1110726,11107,1110726,1110726,1,JR,JR根室本線(新得～釧路),西庶路,1,144.129826,42.976138,1
11,11107,1110727,11107,1110727,1110727,1,JR,JR根室本線(新得～釧路),庶路,1,144.150018,42.983601,1
11,11107,1110728,11107,1110728,1110728,1,JR,JR根室本線(新得～釧路),大楽毛,1,144.273879,43.009078,1
11,11107,1110729,11107,1110729,1110729,1,JR,JR根室本線(新得～釧路),新大楽毛,1,144.295558,43.009423,1
11,11107,1110730,11107,1110730,1110730,1,JR,JR根室本線(新得～釧路),新富士,1,144.350758,43.001605,1
11,11107,1110731,11107,1110731,1110731,1,JR,JR根室本線(新得～釧路),釧路,1,144.381983,42.990584,1
11,11108,1110801,11108,1110801,1110731,1,JR,JR根室本線(花咲線)(釧路～根室),釧路,1,144.381983,42.990584,1
11,11108,1110802,11108,1110802,1110802,1,JR,JR根室本線(花咲線)(釧路～根室),東釧路,1,144.411307,42.995207,1
11,11108,1110803,11108,1110803,1110803,1,JR,JR根室本線(花咲線)(釧路～根室),武佐,1,144.426681,42.991364,1
11,11108,1110804,11108,1110804,1110804,1,JR,JR根室本線(花咲線)(釧路～根室),別保,1,144.469596,42.994384,1
11,11108,1110805,11108,1110805,1110805,1,JR,JR根室本線(花咲線)(釧路～根室),上尾幌,1,144.61239,43.032893,1
11,11108,1110806,11108,1110806,1110806,1,JR,JR根室本線(花咲線)(釧路～根室),尾幌,1,144.703758,43.018463,1
11,11108,1110807,11108,1110807,1110807,1,JR,JR根室本線(花咲線)(釧路～根室),門静,1,144.782638,43.057581,1
11,11108,1110808,11108,1110808,1110808,1,JR,JR根室本線(花咲線)(釧路～根室),厚岸,1,144.841355,43.056248,1
11,11108,1110809,11108,1110809,1110809,1,JR,JR根室本線(花咲線)(釧路～根室),糸魚沢,1,144.92545,43.103506,1
11,11108,1110810,11108,1110810,1110810,1,JR,JR根室本線(花咲線)(釧路～根室),茶内,1,145.02801,43.129266,1
11,11108,1110811,11108,1110811,1110811,1,JR,JR根室本線(花咲線)(釧路～根室),浜中,1,145.099657,43.15754,1
11,11108,1110812,11108,1110812,1110812,1,JR,JR根室本線(花咲線)(釧路～根室),姉別,1,145.194716,43.196201,1
11,11108,1110813,11108,1110813,1110813,1,JR,JR根室本線(花咲線)(釧路～根室),厚床,1,145.252096,43.228224,1
11,11108,1110814,11108,1110814,1110814,1,JR,JR根室本線(花咲線)(釧路～根室),初田牛,1,145.32277,43.204542,1
11,11108,1110815,11108,1110815,1110815,1,JR,JR根室本線(花咲線)(釧路～根室),別当賀,1,145.423593,43.218427,1
11,11108,1110816,11108,1110816,1110816,1,JR,JR根室本線(花咲線)(釧路～根室),落石,1,145.519449,43.198335,1
11,11108,1110817,11108,1110817,1110817,1,JR,JR根室本線(花咲線)(釧路～根室),昆布盛,1,145.542444,43.228593,1
11,11108,1110818,11108,1110818,1110818,1,JR,JR根室本線(花咲線)(釧路～根室),西和田,1,145.541817,43.268043,1
11,11108,1110819,11108,1110819,1110819,1,JR,JR根室本線(花咲線)(釧路～根室),花咲,1,145.575045,43.295388,1
11,11108,1110820,11108,1110820,1110820,1,JR,JR根室本線(花咲線)(釧路～根室),東根室,1,145.597234,43.323655,1
11,11108,1110821,11108,1110821,1110821,1,JR,JR根室本線(花咲線)(釧路～根室),根室,1,145.582707,43.326923,1
11,11109,1110901,11109,1110901,1110434,1,JR,JR千歳線,苫小牧,1,141.596837,42.639665,1
11,11109,1110902,11109,1110902,1110502,1,JR,JR千歳線,沼ノ端,1,141.693132,42.672057,1
11,11109,1110903,11109,1110903,1110903,1,JR,JR千歳線,植苗,1,141.735344,42.713645,1
11,11109,1110904,11109,1110904,1110904,1,JR,JR千歳線,美々,1,141.711387,42.777418,1
11,11109,1110905,11109,1110905,1110905,1,JR,JR千歳線,新千歳空港,1,141.680823,42.787546,1
11,11109,1110906,11109,1110906,1110906,1,JR,JR千歳線,南千歳,1,141.675388,42.80804,1
11,11109,1110907,11109,1110907,1110907,1,JR,JR千歳線,千歳,1,141.651934,42.828110,1
11,11109,1110908,11109,1110908,1110908,1,JR,JR千歳線,長都,1,141.622987,42.852178,1
11,11109,1110909,11109,1110909,1110909,1,JR,JR千歳線,サッポロビール庭園,1,141.605616,42.866812,1
11,11109,1110910,11109,1110910,1110910,1,JR,JR千歳線,恵庭,1,141.586234,42.883076,1
11,11109,1110911,11109,1110911,1110911,1,JR,JR千歳線,恵み野,1,141.574429,42.902704,1
11,11109,1110912,11109,1110912,1110912,1,JR,JR千歳線,島松,1,141.573117,42.922504,1
11,11109,1110913,11109,1110913,1110913,1,JR,JR千歳線,北広島,1,141.563115,42.979239,1
11,11109,1110914,11109,1110914,1110914,1,JR,JR千歳線,上野幌,1,141.487317,43.016177,1
11,11109,1110915,11109,1110915,1110915,1,JR,JR千歳線,新札幌,1,141.47237,43.038732,1
11,11109,1110916,11109,1110916,1110916,1,JR,JR千歳線,平和,1,141.437967,43.04695,1
